Structure [idcode]	CAS	pKa	pKa-type	pKa-temp	logP	logP-type	logP-temp	mp	vp	vp-type	vp-temp	wSol mg/l	wSol-temp	Molweight	
eDbXBCjP@	012124-99-1				-2.640000000000000e+000	EST	25		9.200000000000000e-015	EST	25	1.000000000000000e+006	25	33	
eFBBPc@@	000593-53-3				5.100000000000000e-001	EXP		-141.8	2.851999999999999e+003	EXP	25	2.270000000000000e+004	20	34	
fH`P@@	007704-34-9				2.300000000000000e-001	EST	25	112	3.950000000000000e-006		25	1.000000000000000e+006	25	34	
eFDBc@@	007722-84-1				-1.570000000000000e+000	EST	25	-0.43	1.970000000000000e+000	EXP	25	1.000000000000000e+006	25	34	
fHg`@@	007723-14-0				-2.700000000000000e-001	EST	25	44.1	6.780000000000000e-009	EST	25	2.048000000000000e+005	25	34	
fH`P@@	007783-06-4	7.040000000000000e+000			2.300000000000000e-001	EST	25	-85.49	1.564000000000000e+004	EXP	25	3.740000000000000e+003	21	34	
fHg`@@	007803-51-2				-2.700000000000000e-001	EST	25	-133	2.930000000000000e+004	EXP	25	2.048000000000000e+005	25	34	
eDbXbCjP@	012125-02-9				-4.370000000000000e+000	EST	25	338 dec	2.420000000000000e-003	EST	25	3.720000000000000e+005	20	35	
fHtPx@	016887-00-6				5.400000000000000e-001	EST			4.160000000000000e-008	EST	25	4.237000000000000e+004	25	35	
eFABPiBL@	007782-41-4				2.200000000000000e-001	EST		-219.61				1.690000000000000e+000	25	38	
fHvPd@	007440-09-7				-7.700000000000000e-001	EST		63.2	5.610000000000000e-016	EST	25	5.780000000000000e+005	25	39	
eM@H~@	000074-99-7				9.400000000000000e-001	EXP		-102.7	4.306000000000000e+003	EXP	25	3.640000000000000e+003	25	40	
eM@Hu@	000463-49-0				1.450000000000000e+000	EXP		-136.2	5.430000000000000e+003	EXP	25	2.147000000000000e+003	25	40	
eFJHtHp@	001310-73-2				-3.880000000000000e+000	EST	25	318       	1.824000000000000e-021	EXT	25	1.000000000000000e+006	25	40	
fHbP@@	007440-37-1				7.400000000000000e-001	EXP		< -185				2.983000000000000e+004	25	40	
fHaP@@	007440-70-2				-5.700000000000000e-001	EST		850	4.240000000000000e-009	EST	25	3.994000000000000e+005	25	40	
eM`AIx@	000075-05-8	-4.300000000000000e+000	EXP		-3.400000000000000e-001	EXP		-43.8	8.880000000000003e+001	EXP	25	1.000000000000000e+006	25	41	
eM`PfzO`@	000593-75-9	-4.300000000000000e+000	EXP		-1.500000000000000e-001	EST	25	-45	1.220000000000000e+002	EST	25	1.367000000000000e+005	25	41	
eO@Hyj@	000075-19-4				1.720000000000000e+000	EXP		-127.4	5.414000000000000e+003	EXP	25	3.810000000000000e+002	35	42	
eM@Hv@	000115-07-1				1.770000000000000e+000	EXP		-185.2	8.690000000000000e+003	EXP	25	2.000000000000000e+002	25	42	
gBdII`TATEx@	000156-62-7				-2.000000000000000e-001	EST		1340	1.800000000000000e+000	EST	25	1.934000000000000e+005	25	42	
eMPBct@	000334-88-3				2.000000000000000e+000	EST		-145				2.549000000000000e+003	25	42	
eMPAR^@	000420-04-2	1.030000000000000e+000	EXP	25	-8.200000000000000e-001	EXP	25	44	3.750000000000000e-003	EXP	20	5.000000000000000e+005	25	42	
eMHAIT@	000463-51-4				-5.200000000000000e-001	EST		-151	1.042000000000000e+004	EXP	25	3.630000000000000e+005	25	42	
gBiHmAdBYrBv@@	000590-28-3				-4.650000000000000e+000	EST	25		1.710000000000000e-007	EST	25	6.300000000000000e+005	10	42	
gBiHmAhBYrBv@@	000917-61-3				-4.650000000000000e+000	EST	25	550	1.710000000000000e-007	EST	25	1.000000000000000e+006	25	42	
eMBJ`RZ@	007216-97-9				1.320000000000000e+000	EST		-72.5						42	
eFACPiBL@	007681-49-4				-7.700000000000000e-001	EST	25	993	5.580000000000000e-016	EST	25	4.220000000000000e+004	18	42	
gBdIIahBTEx@	019981-17-0				-1.890000000000000e+000	EST			7.520000000000000e-008	EST	25	1.000000000000000e+006	25	42	
eMhDRU@	000075-13-8				2.400000000000000e-001	EST								43	
eO`BNZ`@	000151-56-4	8.040000000000001e+000	EXP	25	-2.800000000000000e-001	EST		-77.9	2.130000000000000e+002	EXP	25	1.000000000000000e+006		43	
eMhDR[@	000420-05-3				-2.100000000000000e+000	EST	25	-86	8.124669999999999e+002	EXT	25	1.000000000000000e+006	25	43	
gB`diahJ`D{dEX@	007775-19-1				-3.730000000000000e+000	EST		966	2.190000000000000e-016	EST	25	2.600000000000000e+004	20	43	
eMpRRWhu@	007782-79-8	4.720000000000000e+000	EXP		1.160000000000000e+000	EST		-80						43	
eM`BM`@	088333-02-2				1.270000000000000e+000	EST						9.100000000000000e+004	15	43	
eM@Hz@	000074-98-6				2.360000000000000e+000	EXP		-187.6	7.151999999999999e+003	EXP	25	6.240000000000000e+001	25	44	
eMHAIX@	000075-07-0	1.357000000000000e+001	EXP	25	-3.400000000000000e-001	EXP		-123	9.020000000000002e+002	EXP	25	1.000000000000000e+006	25	44	
eOHBNZ`@	000075-21-8				-3.000000000000000e-001	EXP		-111.7	1.314000000000000e+003	EXP	25	1.000000000000000e+006	25	44	
eMDARU@	000124-38-9				8.300000000000000e-001	EXP		-56.5	4.828000000000000e+004	EXP	25	1.475000000000000e+003	25	44	
eMPARV@	000463-52-5				-8.300000000000000e-001	EST		81						44	
eMXIDep@	010024-97-2				3.600000000000000e-001	EXP	25	-90.81	4.289000000000001e+004	EXP	25	8.738000000000000e+003	25	44	
eM`AIh@	000075-04-7	1.087000000000000e+001	EXP	20	-1.300000000000000e-001	EXP		-80.5	1.048000000000000e+003	EXP	25	1.000000000000000e+006	25	45	
eMhDRV@	000075-12-7	-4.800000000000000e-001	EXP	25	-1.510000000000000e+000	EXP		2.55	6.100000000000000e-002	EXP	25	1.000000000000000e+006	25	45	
eMhHRV@	000075-17-2				6.800000000000001e-001	EST		2.5	4.309999999999999e+001	EST	25	1.700000000000000e+005	20	45	
eM`BN`@	000124-40-3	1.073000000000000e+001	EXP		-3.800000000000000e-001	EXP		-92.2	1.520000000000000e+003	EXT	25	1.630000000000000e+006	40	45	
eMPBch@	000060-34-4	7.870000000000000e+000	EXP	30	-1.050000000000000e+000	EXP		-52.4	5.000000000000000e+001	EXP	25	1.000000000000000e+006	25	46	
eMHAIh@	000064-17-5	1.590000000000000e+001	EXP	25	-3.100000000000000e-001	EXP		-114.1	5.926000000000001e+001	EXP	25	1.000000000000000e+006	25	46	
eMDARV@	000064-18-6	3.751000000000000e+000	EXP	25	-5.400000000000000e-001	EXP		8.3	4.259000000000000e+001	EXP	25	1.000000000000000e+006	25	46	
eMBBPRY@	000075-02-5				1.190000000000000e+000	EST		-160.5	1.980000000000000e+004	EXP	25	1.293000000000000e+004	25	46	
eMHBN`@	000115-10-6				1.000000000000000e-001	EXP	25	-141.5	4.450000000000000e+003	EXP	25	3.530000000000000e+005	25	46	
gBhHhH`]IPZ`@	000506-59-2				-3.280000000000000e+000	EST	25	171.5	4.350000000000000e-004	EST	25	1.000000000000000e+006	25	46	
gBhHhH`]IPV`@	000557-66-4				-3.330000000000000e+000	EST	25	109.5	3.620000000000000e-004	EST	25	1.000000000000000e+006	25	46	
eFBApc@@	000992-94-9				1.080000000000000e+000	EST		-156.5						46	
eMdhZTeP@	010102-44-0				-5.800000000000000e-001	EST	25	-9.3	9.000000000000000e+002	EXP	25	1.709000000000000e+005	25	46	
eMhHch@	000067-62-9				-4.000000000000000e-001	EST		< 25	2.910750000000000e+002	EXP	25	2.954000000000000e+005	25	47	
eMhHRZ@	000593-77-1	5.960000000000000e+000	EXP	25	-7.600000000000000e-001	EST		87.5	1.668000000000000e+000	EXT	25	5.988000000000001e+005	25	47	
eFB@Hc@@	000074-93-1	1.033000000000000e+001	EXP	25	7.800000000000000e-001	EST		-123	1.509000000000000e+003	EXP	25	1.539000000000000e+004	25	48	
eMBBPRZ@	000353-36-6				1.260000000000000e+000	EST		-143.2	6.842000000000000e+003	EXP	25	2.158000000000000e+003	25	48	
eMJDdDfP@	001493-02-3				-7.200000000000000e-001	EST		-142.2	2.886000000000000e+003	EXT	25	5.490000000000000e+005	25	48	
eMDBch@	003031-73-0	1.150000000000000e+001	EXP	20	-4.200000000000000e-001	EST			2.960000000000000e+002	EST	25	3.088000000000000e+005	25	48	
eMLRRWhv@	010028-15-6				-8.700000000000000e-001	EST		-193	2.390000000000000e-008	EST	25	7.441000000000000e+005	25	48	
eMbDtDfp@	000143-33-9				-1.690000000000000e+000	EST		563						49	
eFBBHc@@	000074-87-3				9.100000000000000e-001	EXP		-97.7	4.300000000000000e+003	EXP	25	5.320000000000000e+003	25	50	
gC`@Dio@@	000460-12-8				1.300000000000000e+000	EST		-36.4	1.316900000000000e+003	EXT	25	9.450000000000000e+003	25	50	
eMABPYAIh@	000075-10-5				2.000000000000000e-001	EXP		-136	1.264000000000000e+004	EXP	25	1.662000000000000e+004	25	52	
gCd@Ade{@@	000460-19-5				7.000000000000001e-002	EXP		-27.9	4.301999999999999e+003	EXP	25	1.510000000000000e+005	25	52	
gC`h@m`IJt@@	000556-63-8				-4.270000000000000e+000	EST						2.500000000000000e+005		52	
gC`@Dky@@	000689-97-4				1.400000000000000e+000	EST			1.352000000000000e+003	EXP	25	1.786000000000000e+003	30	52	
fH`p@@	007440-47-3				2.300000000000000e-001	EST		1900	4.240000000000000e-009	EST	25	8.667000000000000e+004	25	52	
gCh@@doH@	000107-13-1				2.500000000000000e-001	EXP		-83.5	1.085000000000000e+002	EXP	25	7.450000000000000e+004	25	53	
gC`@Die@@	000106-99-0				1.990000000000000e+000	EXP		-108.9	2.107000000000000e+003	EXP	25	7.350000000000000e+002	25	54	
gC`@Dkz@@	000107-00-6				1.530000000000000e+000	EST		-125.7	1.414000000000000e+003	EXT	25	2.870000000000000e+003	25	54	
eMJHtDf`@	000124-41-4				-3.180000000000000e+000	EST								54	
gC`@Diz@@	000503-17-3				1.460000000000000e+000	EXP		-32.3	7.060000000000000e+002	EXP	25	2.246000000000000e+003	25	54	
gC`@DiV@@	000590-19-2				2.060000000000000e+000	EST		-136.2	1.258000000000000e+003	EXP	25	6.878000000000000e+002	25	54	
gCa@@dkX@	000624-67-9				-4.500000000000000e-001	EST								54	
gBP@DiVZ`@	000822-35-5				1.980000000000000e+000	EST								54	
gCh@@doP@	000107-12-0				1.600000000000000e-001	EXP		-92.8	4.739000000000002e+001	EXP	25	1.030000000000000e+005	25	55	
gCh@@dmp@	002450-71-7	8.150000000000000e+000	EXP		-4.300000000000000e-001	EXP			1.230000000000000e+002	EST	25	1.000000000000000e+006	25	55	
fHdp@@	007439-96-5				2.300000000000000e-001	EST		1244	4.240000000000000e-009	EST	25	8.717000000000000e+004	25	55	
djD@h@hHhDhLhBhH~DcDKBjjh@@	019624-22-7							-46.6	1.710000000000000e+002	EXP	20			55	
gC`@DkZ@@	000106-98-9				2.400000000000000e+000	EXP		-185.3	2.250000000000000e+003	EXP	25	2.210000000000000e+002	25	56	
gC`@DiZDD@	000107-01-7				2.330000000000000e+000	EXP		-139.3    	1.360000000000000e+003	EXP	20	4.235000000000000e+002	25	56	
gCa@@dkH@	000107-02-8				-1.000000000000000e-002	EXP		-87.7	2.741000000000000e+002	EXP	25	2.120000000000000e+005	25	56	
gCa@@dmX@	000107-19-7				-3.800000000000000e-001	EXP		-51.8	1.560000000000000e+001	EXP	25	1.000000000000000e+006	20	56	
gC`@H{P@	000115-11-7				2.340000000000000e+000	EXP		-140.4	2.308000000000000e+003	EXP	25	2.630000000000000e+002	25	56	
gBP@DiVj`@	000287-23-0				2.190000000000000e+000	EST		-90.6	1.175000000000000e+003	EXP	25	5.326000000000000e+002	25	56	
gCd@Adez@@	000540-61-4	5.340000000000000e+000	EXP	25	-1.370000000000000e+000	EXP		101       	7.940000000000000e+000	EST	25	1.000000000000000e+006	25	56	
gC`@DiZDB@	000590-18-1				2.330000000000000e+000	EXP		-138.9	1.601000000000000e+003	EXP	25	6.590000000000000e+002	25	56	
gC`HIPIMT@@	000593-90-8				1.870000000000000e+000	EST		-161.5						56	
gBP@H|UT@@	000594-11-6				2.120000000000000e+000	EST		-177.3	1.583000000000000e+003	EXT	25	6.153999999999999e+002	25	56	
gC`@DiZDD@	000624-64-6				2.310000000000000e+000	EXP	25	-105.5	1.755000000000000e+003	EXP	25	5.110000000000000e+002	25	56	
gCa@@djp@	006004-44-0				-1.100000000000000e-001	EST			2.670000000000000e+003	EST	25	1.700000000000000e+005	25	56	
fHbp@@	007439-89-6				-7.700000000000000e-001	EST			4.240000000000000e-009	EST	25	6.235000000000000e+005	25	56	
eFA@HmBL@	016721-80-5				-2.470000000000000e+000	EST		350	2.940000000000000e-017	EST	25	5.000000000000000e+005	22	56	
gC`@H{P@	018923-87-0				2.230000000000000e+000	EST			1.270000000000000e+003	EST	25	3.992000000000000e+002	25	56	
gC`@DkZ@@	025167-67-3				2.400000000000000e+000	EXP		-145	9.850000000000001e+002	EST	25	3.550000000000000e+002	25	56	
gBX@@eLUT@@	000075-55-8	8.219999999999999e+000	EXP		1.300000000000000e-001	EST		-65.00	1.118000000000000e+002	EXP	20	1.000000000000000e+006		57	
gCh@@dmH@	000107-11-9	9.700000000000001e+000	EXP		3.000000000000000e-002	EXP		-88.2	2.420000000000000e+002	EXP	25	1.000000000000000e+006	20	57	
gCi@LDek@@	000107-16-4				-1.610000000000000e+000	EST		<-72	2.030000000000000e-001	EST	25	1.000000000000000e+006	25	57	
gBX@@eJuT@@	000503-29-7	1.129000000000000e+001	EXP	25	2.100000000000000e-001	EST			1.783180000000000e+002	EXP	25	9.310000000000001e+005	25	57	
gCi@DDeV@@	000624-83-9				7.900000000000000e-001	EST		-45	3.480000000000000e+002	EXP	20	2.920000000000000e+004	25	57	
gBX@@druT@@	000765-30-0				7.000000000000001e-002	EXP		-35.4	1.480000000000000e+002	EST	25	1.000000000000000e+006	25	57	
gBX@AGbj`@	001072-44-2				-7.000000000000001e-002	EST								57	
gCa@@dsP@	000067-64-1	2.000000000000000e+001	EXP		-2.400000000000000e-001	EXP		-94.8	2.314999999999998e+002	EXP	25	1.000000000000000e+006	25	58	
gC`@H}P@	000075-28-5				2.760000000000000e+000	EXP		-138.3	2.611000000000000e+003	EXP	25	4.880000000000000e+001	25	58	
gBQ@@eLUT@@	000075-56-9				3.000000000000000e-002	EXP		-111.9	5.380000000000000e+002	EXP	25	5.900000000000000e+005	25	58	
gC`@Dij@@	000106-97-8				2.890000000000000e+000	EXP		-138.2	1.823000000000000e+003	EXP	25	6.120000000000000e+001	25	58	
gCa@@dmH@	000107-18-6	1.550000000000000e+001	EXP	25	1.700000000000000e-001	EXP		-129	2.610000000000000e+001	EXP	25	1.000000000000000e+006	20	58	
gC``AdeY@@	000107-22-2				-1.660000000000000e+000	EST		15	2.550000000000000e+002	EXP	25	1.000000000000000e+006	20	58	
gCa@@eMH@	000107-25-5				4.200000000000000e-001	EST	25	-122	1.316000000000000e+003	EXP	20	1.500000000000000e+004	20	58	
gCa@@dkP@	000123-38-6				5.900000000000000e-001	EXP		-80	3.168000000000000e+002	EXP	25	3.060000000000000e+005	25	58	
gCd@ADiZDD@	000503-28-6				1.680000000000000e+000	EST		-78						58	
gBQ@@eJuT@@	000503-30-0				-1.400000000000000e-001	EXP		-97	3.240000000000001e+002	EXP	25	1.000000000000000e+006	20	58	
dedHX@J@j@Z@z@F@f@RYiijjh@XXbBbAbCb@RBR@	000666-52-4				-2.400000000000000e-001	EST		-98.3	3.720000000000000e+002	EST	25	2.199000000000000e+005	25	58	
gBdHe`DCmJRV@@	001762-95-4				-2.290000000000000e+000	EST	25	149.6     	7.150000000000000e-006	EST	25	6.300000000000000e+005		58	
fHap@@	007440-02-0				-5.700000000000000e-001	EST			4.240000000000000e-009	EST	25	4.216000000000000e+005	25	58	
eFABHmBL@	007647-14-5				-4.600000000000000e-001	EST		804	7.400000000000000e-006	EST	25	3.569999999999999e+005	25	58	
eFACpkBN@	020859-73-8				-1.700000000000000e-001	EST			3.390000000000000e-011	EST	25	1.920000000000000e+005	25	58	
gKlIIbH`\`lt@@	000050-01-1				-3.560000000000000e+000	EST		182.3						59	
gCi@DDfZ@@	000060-35-5	6.300000000000000e-001	EXP		-1.260000000000000e+000	EXP		81	4.000000000000000e-002	EXT	25	2.250000000000000e+006	25	59	
gCh@@duP@	000075-31-0	1.063000000000000e+001	EXP		2.600000000000000e-001	EXP		-95.1	5.796000000000000e+002	EXP	25	1.000000000000000e+006	25	59	
gCh@AGj@@	000075-50-3	9.801000000000000e+000	EXP		1.600000000000000e-001	EXP		-117.1	1.607000000000000e+003	EXP	25	8.900000000000000e+005	30	59	
gCh@@dmP@	000107-10-8	1.070800000000000e+001	EXP	20	4.800000000000000e-001	EXP		-83	3.100000000000000e+002	EXP	25	1.000000000000000e+006	20	59	
gCi@HDefDd@	000107-29-9				-1.300000000000000e-001	EXP		45	7.710000000000000e+000	EST	25	1.772000000000000e+005	25	59	
gCl@@ldsP@	000113-00-8				-1.630000000000000e+000	EST		50	4.100000000000000e+000	EST	25	1.840000000000000e+003	20	59	
gCi@DDfZ@@	000123-39-7				-9.700000000000000e-001	EXP		-3.8	2.530000000000000e-001	EXP	25	1.000000000000000e+006	25	59	
gK`hiahB]rBsP@	000127-09-3				-3.720000000000000e+000	EST		324	7.080000000000002e-007	EST	25	1.000000000000000e+006	25	59	
eMbDBDfp@	000463-56-9				5.800000000000000e-001	EST								59	
gBhED@cZFeIK@@	000540-72-7				-2.520000000000000e+000	EST		287  	3.730000000000000e-008	EST	25	5.800000000000000e+005		59	
gK`hiaEB]rBsP@	000563-68-8				-1.700000000000000e-001	EST			1.470000000000000e+001	EST	25	2.803000000000000e+004	25	59	
gCh@@eMP@	000624-78-2				1.500000000000000e-001	EXP			3.900000000000000e+002	EST	25	1.000000000000000e+006	25	59	
diXBcHrn@JA\{npIPEQih@@	001600-27-7				-1.280000000000000e+000	EST	25	178-180   	1.770000000000000e-001	EST	25	2.500000000000000e+005	10	59	
fHfp@@	007440-48-4				2.300000000000000e-001	EST		1493	4.240000000000000e-009	EST	25	8.745000000000000e+004	25	59	
gCe@E`dsP@	000057-13-6	1.000000000000000e-001	EXP	21	-2.110000000000000e+000	EXP	25	132.7	1.200000000000000e-005	EXT	25	5.450000000000000e+005	25	60	
gCd@AH}P@	000057-14-7	7.210000000000000e+000	EXP	25	-1.190000000000000e+000	EST		-58	1.570000000000000e+002	EXP	25	1.000000000000000e+006		60	
gC``@dfZ@@	000064-19-7	4.760000000000000e+000	EXP	25	-1.700000000000000e-001	EXP		16.6	1.573000000000000e+001	EXP	25	1.000000000000000e+006	25	60	
gCa@@duP@	000067-63-0	1.710000000000000e+001	EXP		5.000000000000000e-002	EXP		-89.5	4.542000000000000e+001	EXP	25	1.000000000000000e+006	25	60	
gCa@@dmP@	000071-23-8	1.610000000000000e+001	EXP		2.500000000000000e-001	EXP		-126.1	2.099000000000000e+001	EXP	25	1.000000000000000e+006	25	60	
gCd@Adej@@	000107-15-3	9.922000000000002e+000	EXP		-2.040000000000000e+000	EXP		11.1	1.200000000000000e+001	EXP	25	1.000000000000000e+006		60	
gC``@deZ@@	000107-31-3				3.000000000000000e-002	EXP	25	-99	5.856999999999998e+002	EXP	25	2.300000000000000e+005	25	60	
gC``AdeZ@@	000141-46-8				-1.630000000000000e+000	EST		97	4.970000000000001e+000	EST	25	1.000000000000000e+006	25	60	
diXBbHrnAJA\BTATZZ@@	000301-04-2				-8.000000000000000e-002	EST		327.4     	7.220000000000000e-004	EST	25	1.600000000000000e+003		60	
eMB@HRY@	000420-12-2				8.100000000000001e-001	EST			2.500000000000000e+002	EXP	25	2.808000000000000e+004	25	60	
eMJDBDeP@	000463-58-1				-1.330000000000000e+000	EST		-138.8	9.412000000000000e+003	EXP	25	1.220000000000000e+003	25	60	
gKaiibApKnOHKM@@	000513-77-9				-1.320000000000000e+000	EST			3.560000000000000e-006	EST	25	6.064000000000000e+005	25	60	
gCa@@eMP@	000540-67-0				5.600000000000001e-001	EST		-113	1.490000000000000e+003	EXP	25	5.000000000000000e+004	25	60	
gCd@ADij@@	000540-73-8				-5.400000000000000e-001	EST		-9	6.990000000000001e+001	EXP	25	1.000000000000000e+006	25	60	
gKhHhH`]IPUj@@	000556-53-6				-2.840000000000000e+000	EST	25	161	1.360000000000000e-004	EST	25	1.000000000000000e+006	25	60	
eMBBHR[@	000593-63-5				8.100000000000001e-001	EST		-126						60	
gCe@I`dlpd`	000624-82-8				-1.070000000000000e+000	EST		114.5						60	
gCe@E`dkP@	000624-84-0				-2.050000000000000e+000	EXP		55	1.740000000000000e-001	EST	25	1.000000000000000e+006	25	60	
gC`HAHIKR@@	000818-92-8				1.620000000000000e+000	EST								60	
eMBApch@	001111-74-6				1.620000000000000e+000	EST		-150						60	
gC`HAHIML@@	001184-60-7				1.730000000000000e+000	EST								60	
gGadTZHjQPfR^oHFsP@	006533-73-9				-8.600000000000000e-001	EST		272	5.810000000000000e+000	EST	25	5.200000000000000e+004	25	60	
gCi@DDfj@@	000075-39-8				-1.690000000000000e+000	EST		97						61	
gCh`hEIWILt@@	000075-52-5	1.021000000000000e+001		25	-3.500000000000000e-001	EXP		-28.5	3.584000000000000e+001	EXP	25	1.110000000000000e+005	25	61	
eMbDBDe`@	000115-08-2				-1.170000000000000e+000	EST		26.5						61	
gCi@LDej@@	000141-43-5	9.499000000000002e+000	EXP		-1.310000000000000e+000	EXP		10.5	4.040000000000000e-001	EXP	25	1.000000000000000e+006		61	
gCh`LDdkP@	000540-69-2				-3.340000000000000e+000	EST		116						61	
gCh`hEIWILt@@	000624-91-9	8.650000000000000e+000	EXP		8.800000000000000e-001	EST		-16	1.650000000000000e+003	EST	25	2.423000000000000e+004	25	61	
gCi@HDij@@	001117-97-1	4.750000000000000e+000	EXP	25	6.000000000000000e-002	EST			3.790000000000000e+002	EXP	25	1.213000000000000e+005	25	61	
gCi@HDfj@@	005725-96-2	5.200000000000000e+000	EXP	25	-1.150000000000000e+000	EXP			2.450000000000000e-001	EST	25	1.000000000000000e+006	25	61	
gCi@HDfj@@	016645-06-0	5.200000000000000e+000	EXP	25	-5.500000000000000e-001	EST	25	107-109	2.117200000000000e+001	EXP	25	1.000000000000000e+006	25	61	
eMBBHRY@	000075-01-4				1.620000000000000e+000	EST		-153.7	2.976000000000000e+003	EXT	25	8.800000000000000e+003	25	62	
eMB@HRZ@	000075-08-1	1.061000000000000e+001	EXP	25	1.270000000000000e+000	EST	25	-147.8	5.293000000000000e+002	EXP	25	1.560000000000000e+004	25	62	
eMB@Hch@	000075-18-3				9.200000000000000e-001	EST		-98.3	5.023489999999999e+002	EXP	25	2.203000000000000e+004	25	62	
gC``Adej@@	000107-21-1	1.510000000000000e+001	EXP		-1.360000000000000e+000	EXP		-13	9.200000000000000e-002	EXP	25	1.000000000000000e+006		62	
gC`HAHIKT@@	000460-13-9				1.760000000000000e+000	EST		-159	2.014000000000000e+003	EXT	25	4.344000000000000e+003	25	62	
gCaHDIAIi`@	000557-99-3				-7.900000000000000e-001	EST		-84						62	
gC``ADij@@	000690-02-8				7.200000000000000e-001	EST								62	
gC``ADkj@@	003031-74-1				7.000000000000001e-002	EST		-100						62	
gKihULQhBUNx|`lt@@	007631-99-4				-7.900000000000000e-001	EST	25	306.8	1.050000000000000e-017	EST	25	7.300000000000000e+005	0	62	
gCah@mJAIj`@	010043-35-3				-2.200000000000000e-001	EST		171	5.240000000000000e-018	EST	25	5.000000000000000e+004	25	62	
gKihULQEBUNx|`lt@@	010102-45-1				2.100000000000000e-001	EST		206	2.790000000000000e-011	EST	25	9.550000000000000e+004	25	62	
fHep@@	007440-50-8				-5.700000000000000e-001	EST		1083	4.240000000000000e-009	EST	25	4.208000000000000e+005	25	63	
gCi`hEiNyIf`@	007697-37-2	-1.380000000000000e+000	EXP		2.100000000000000e-001	EST	25	-41.59	6.306000000000000e+001	EXP	25	9.090000000000000e+004	25	63	
eMBBHRZ@	000075-00-3				1.430000000000000e+000	EXP		-138.7	1.008000000000000e+003	EXP	20	6.710000000000000e+003	25	64	
eOB@hcfl@	000075-20-7				-3.000000000000000e-001	EST		2300						64	
gC`DAHJPRZd@	000075-38-7				1.240000000000000e+000	EXP		-144	3.000000000000000e+004	EXP	25	1.260000000000000e+004	25	64	
gCaHLIAIZ`@	000371-62-0	1.442000000000000e+001	EXP		-6.700000000000000e-001	EXP		-26.4	2.130000000000000e+001	EXP	25	1.000000000000000e+006	20	64	
eMJDbDfP@	002565-30-2													64	
eMFIOBM`@	006303-21-5				-1.720000000000000e+000	EST	25		1.780000000000000e-010	EST	25	1.000000000000000e+006	25	64	
fHcp@@	007440-66-6				-4.700000000000000e-001	EST		419.5	3.870000000000000e-009	EST	25	3.437000000000000e+005	25	64	
eMFI@bMP@	007446-09-5				-2.200000000000000e+000	EST	25	-72	3.001000000000000e+003	EXP	25	1.071780000000000e+005	21	64	
eMjIHaId@	002696-92-6				1.000000000000000e-001	EST		-61.5	2.409000000000000e+003	EXP	25	1.124000000000000e+005	25	65	
eMbHbDf`@	006154-14-9				-7.200000000000000e-001	EST						1.250000000000000e+005		65	
gC`DAHJPRZh@	000075-37-6				7.500000000000000e-001	EXP		-117	4.550000000000000e+003	EXP	25	3.200000000000000e+003	21	66	
gJP@DknX@	000078-80-8				1.950000000000000e+000	EST		-113						66	
gJT@@Te^l@	000109-77-3	1.140000000000000e+001	EXP		-6.000000000000000e-001	EXP	25	32	2.004000000000000e-001	EXT	25	1.330000000000000e+005	25	66	
gCaDLIARBST`@	000353-50-4				-1.340000000000000e+000	EST		-111.2	4.454000000000000e+004	EXP	25	1.000000000000000e+006	25	66	
gKP@Di\YZ@@	000542-92-7				2.250000000000000e+000	EST		-85	4.350000000000000e+002	EXP	25	4.706000000000000e+002	25	66	
gJPh@c`ILmP@	000546-89-4				-3.720000000000000e+000	EST		286						66	
gC`DAHZPRVh@	000624-72-6				1.210000000000000e+000	EST			6.161999999999999e+002	EXP	25	2.311999999999999e+003	25	66	
gJP@Di^d@	000646-05-9				1.950000000000000e+000	EST								66	
gJP@Dk^d@	000871-28-3				1.890000000000000e+000	EST								66	
gJP@Dk^XQP	001574-40-9				1.810000000000000e+000	EST								66	
gJP@Dk^XQP	002004-69-5				1.810000000000000e+000	EST								66	
gJX@@dkt`@	000109-75-1				4.000000000000000e-001	EXP		-87	1.848000000000000e+001	EXP	25	3.369999999999999e+004	25	67	
gKX@@eKcRp@	000109-97-7	1.750000000000000e+001	EXP		7.500000000000000e-001	EXP		-23.4	8.360000000000001e+000	EXP	25	4.500000000000000e+004	25	67	
gJX@@dms@@	000126-98-7				6.800000000000001e-001	EXP		-35.8	7.119999999999999e+001	EXP	25	2.540000000000000e+004	25	67	
gJX@@dksBJ@	000627-26-9				6.200000000000000e-001	EST		-51.5						67	
gJX@@dksBJ@	004786-20-3				6.200000000000000e-001	EST			3.199400000000000e+001	EXP	25	2.500000000000000e+004	25	67	
gKX@@dmcuP@	005500-21-0				6.800000000000001e-001	EXP			1.300000000000000e+001	EST	25	1.943000000000000e+004	25	67	
gJP@DjYd@	000078-79-5				2.420000000000000e+000	EXP		-145.9	5.500000000000000e+002	EXP	25	6.420000000000000e+002	25	68	
gJT@Ade^d@	000109-82-0				2.900000000000000e-001	EST		129						68	
gKQ@@eKcRp@	000110-00-9				1.340000000000000e+000	EXP		-85.6	6.000000000000000e+002	EXP	25	1.000000000000000e+004	25	68	
gCaHHMAIZ`@	000141-52-6				-2.690000000000000e+000	EST								68	
gC`hIahIKR@@	000141-53-7				-4.270000000000000e+000	EST		253				4.340000000000000e+005		68	
